#systematic_name	gene_name	transcript_clusters
NA	PTS	TC11001009.hg.1
NA	TACR1	TC02002005.hg.1
NA	DOT1L	TC19000049.hg.1,TC19001937.hg.1
NA	SLC2A4	TC17000087.hg.1
NA	UVRAG	TC11000814.hg.1
NA	F8	TC0X001547.hg.1
NA	PATZ1	TC22000668.hg.1
NA	POU2F1	TC01004818.hg.1,TC01001458.hg.1
NA	HOXA5	TC07001221.hg.1
NA	NR2F2	TC15000936.hg.1
NA	SAA1	TC11002587.hg.1,TC11000238.hg.1
NA	SIPA1	TC11000637.hg.1
NA	PRSS8	TC16001050.hg.1
NA	MIR193A	TC17000365.hg.1
NA	ZIC1	TC03003136.hg.1,TC03000791.hg.1
NA	NRTN	TC19000106.hg.1
NA	NIPBL	TC05000166.hg.1
NA	ANK1	TC08001171.hg.1
NA	PLAC1	TC0X001394.hg.1
NA	HELLS	TC10000673.hg.1,TC10002226.hg.1
NA	KRT9	TC17001512.hg.1,TC17002631.hg.1
NA	CA8	TC08001253.hg.1
NA	MAT1A	TC10001462.hg.1
NA	FUCA1	TC01002352.hg.1
NA	ADRB3	TC08001140.hg.1
NA	CRABP2	TC01003349.hg.1
NA	SRF	TC06000596.hg.1
NA	POMGNT2	TC03001331.hg.1
NA	BDKRB1	TC14002311.hg.1,TC14001832.hg.1
NA	MIR129-1	TC07000767.hg.1
NA	RUVBL1	TC03001751.hg.1
NA	MIR9-3	TC15000848.hg.1
NA	FCGR1A	TC01001172.hg.1
NA	MIR133A2	TC20000491.hg.1
NA	MIR30B	TC08001666.hg.1
NA	PGAM1	TC10000695.hg.1
NA	MIR29B2	TC01003775.hg.1
NA	PIAS3	TC01001097.hg.1
NA	MIR130B	TC22000096.hg.1
NA	NEIL1	TC15000695.hg.1
NA	DUSP10	TC01003847.hg.1
NA	GNA13	TC17001808.hg.1
NA	ACVR1	TC02002455.hg.1
NA	RND3	TC02002419.hg.1
NA	HPGDS	TC04001393.hg.1
NA	MT1A	TC16002035.hg.1
NA	PINX1	TC08002611.hg.1
NA	PLA2G10	TC16000885.hg.1
NA	USP7	TC16000852.hg.1
NA	AKT1S1	TC19001728.hg.1
NA	CBLN4	TC20000965.hg.1
NA	FAH	TC15000747.hg.1
NA	SMAD5	TC05000683.hg.1
NA	EGFL7	TC09000817.hg.1,TC09002355.hg.1
NA	MIR191	TC03001396.hg.1
NA	TXNRD2	TC22000502.hg.1
NA	RFC1	TC04001127.hg.1
NA	ID4	TC06000126.hg.1
NA	PBX3	TC09000652.hg.1,TC09002258.hg.1
NA	IL1RAPL2	TC0X000511.hg.1
NA	PRKCQ	TC10001014.hg.1
NA	AGT	TC01006281.hg.1
NA	SEMG1	TC20001236.hg.1,TC20001764.hg.1
NA	B3GNT8	TC19001556.hg.1
NA	NEO1	TC15000664.hg.1
NA	GHSR	TC03002005.hg.1
NA	MBD1	TC18000512.hg.1
NA	MAP1LC3A	TC20000243.hg.1
NA	TDG	TC12002547.hg.1,TC12000804.hg.1
NA	RARRES3	TC11000572.hg.1
NA	IFNAR1	TC21000128.hg.1,TC21000933.hg.1
NA	LAMA1	TC18000309.hg.1,TC18000815.hg.1
NA	THOC1	TC18000272.hg.1
NA	ANXA7	TC10001408.hg.1
NA	CCR9	TC03002319.hg.1,TC03000251.hg.1
NA	DAPK2	TC15001546.hg.1
NA	STYK1	TC12001226.hg.1
NA	PTP4A2	TC01002461.hg.1
NA	ENC1	TC05001481.hg.1
NA	HSD11B2	TC16000540.hg.1
NA	CTSZ	TC20000992.hg.1
NA	SMARCC1	TC03001370.hg.1
NA	ARF1	TC01001884.hg.1
NA	ANGPTL2	TC09001599.hg.1
NA	DDIAS	TC11000854.hg.1
NA	PTH	TC11001435.hg.1
NA	ACLY	TC17001520.hg.1
NA	MIR204	TC09001203.hg.1
NA	GSTM2	TC01006286.hg.1
NA	PKD1	TC16000773.hg.1
NA	ITGB2	TC21000538.hg.1
NA	ATP7B	TC13000684.hg.1
NA	AQP3	TC09001012.hg.1
NA	SPARCL1	TC04002623.hg.1,TC04001366.hg.1
NA	NOB1	TC16001226.hg.1
NA	AOC1	TC07001008.hg.1
NA	HNRNPH1	TC05002135.hg.1
NA	NEDD4	TC15001471.hg.1
NA	MASP2	TC01005262.hg.1,TC01002194.hg.1
NA	LATS2	TC13000463.hg.1
NA	FABP5	TC08000518.hg.1
NA	ID3	TC01002347.hg.1
NA	MEG3	TC14000645.hg.1,TC14001859.hg.1,TC14001860.hg.1
NA	RARRES1	TC03001949.hg.1
NA	CTSV	TC09001381.hg.1
NA	ADH7	TC04001412.hg.1,TC04002642.hg.1
NA	FGF18	TC05002730.hg.1,TC05000943.hg.1
NA	MIR625	TC14000398.hg.1
NA	PLCD1	TC03001292.hg.1,TC03002861.hg.1
NA	TIE1	TC01000543.hg.1
NA	EPHA4	TC02002808.hg.1
NA	PIWIL2	TC08000169.hg.1
NA	CXCL2	TC04001286.hg.1
NA	DPPA2	TC03001637.hg.1
NA	CEACAM4	TC19001559.hg.1,TC19002489.hg.1
NA	FOXA2	TC20000698.hg.1
NA	MIR148B	TC12000463.hg.1
NA	MIR24-1	TC09000467.hg.1
NA	EIF2AK3	TC02002074.hg.1
NA	FMNL2	TC02000941.hg.1
NA	GLB1	TC03001273.hg.1
NA	HYAL2	TC03003329.hg.1,TC03002909.hg.1
NA	KIF2C	TC01000563.hg.1
NA	MARCKS	TC06003006.hg.1,TC06000909.hg.1
NA	MIR342	TC14000631.hg.1
NA	MIR330	TC19001626.hg.1
NA	HK1	TC10002109.hg.1,TC10000419.hg.1
NA	PPAT	TC04001220.hg.1
NA	PITX1	TC05001797.hg.1
NA	RAD18	TC03002794.hg.1,TC03001146.hg.1
NA	SCYL1	TC11000632.hg.1
NA	EFNB2	TC13000860.hg.1
NA	ENDOG	TC09000703.hg.1
NA	DUSP4	TC08002271.hg.1,TC08001099.hg.1
NA	TJP2	TC09001996.hg.1,TC09001995.hg.1,TC09000319.hg.1
NA	LATS1	TC06002214.hg.1
NA	CES1	TC16001128.hg.1
NA	ACKR4	TC03000716.hg.1
NA	FRZB	TC02002591.hg.1
NA	BLZF1	TC01001475.hg.1
NA	TFAP4	TC16001756.hg.1,TC16000827.hg.1
NA	TCP1	TC06002277.hg.1
NA	CD209	TC19001118.hg.1,TC19002313.hg.1
NA	DNAJB4	TC01006271.hg.1
NA	SATB2	TC02002656.hg.1
NA	BGN	TC0X000750.hg.1
NA	GART	TC21000412.hg.1
NA	CXCL16	TC17001029.hg.1
NA	RAP2A	TC13000341.hg.1
NA	TAPBP	TC06001584.hg.1,TC6_qbl_hap6000196.hg.1,TC6_mcf_hap5000183.hg.1,TC6_dbb_hap3000194.hg.1,TC6_cox_hap2000208.hg.1
NA	SPINK5	TC05000805.hg.1
NA	SIK3	TC11002329.hg.1
NA	NRCAM	TC07001751.hg.1
NA	DBN1	TC05002108.hg.1
NA	VAV1	TC19000119.hg.1
NA	SIK2	TC11000998.hg.1
NA	MIR132	TC17000986.hg.1
NA	F11R	TC01003412.hg.1
NA	GSTO1	TC10000781.hg.1
NA	SFRP5	TC10001571.hg.1
NA	UPP1	TC07000307.hg.1
NA	EXT2	TC11003446.hg.1
NA	LEPQTL1	
NA	SLC3A2	TC11002708.hg.1,TC11000567.hg.1
NA	LOXL4	TC10002239.hg.1,TC10001576.hg.1
NA	RPS24	TC10000558.hg.1
NA	FLG	TC01005828.hg.1,TC01003245.hg.1,TC01005829.hg.1,TC01005830.hg.1
NA	ITGA4	TC02003729.hg.1,TC02001083.hg.1
NA	FAT4	TC04000636.hg.1
NA	IER3	TC6_cox_hap2000143.hg.1,TC6_ssto_hap7000123.hg.1,TC06001510.hg.1,TC6_dbb_hap3000132.hg.1,TC6_mann_hap4000121.hg.1,TC6_qbl_hap6000133.hg.1
NA	CENPA	TC02004917.hg.1
NA	NEIL2	TC08000091.hg.1
NA	MIR194-2	TC11001916.hg.1
NA	TGFBI	TC05000682.hg.1
NA	SCG2	TC02002818.hg.1
NA	BDKRB2	TC14002310.hg.1
NA	MIRLET7G	TC03001450.hg.1
NA	MIR326	TC11002093.hg.1
NA	ASCL2	TC11001277.hg.1
NA	MIR26A2	TC12001638.hg.1
NA	SMC1A	TC0X001064.hg.1
NA	RGMA	TC15001889.hg.1
NA	CA1	TC08001381.hg.1
NA	RTKN	TC02001996.hg.1
NA	PLA2G3	TC22000662.hg.1
NA	GPA33	TC01003477.hg.1
NA	CCL4	TC17000408.hg.1
NA	SLC22A2	TC06002279.hg.1
NA	CCR1	TC03001355.hg.1
NA	WASF2	TC01002408.hg.1
NA	ENAH	TC01003889.hg.1
NA	USP1	TC01000707.hg.1
NA	SAPCD2	TC09001755.hg.1
NA	GSTO2	TC10000783.hg.1,TC10000782.hg.1
NA	RGS2	TC01001624.hg.1
NA	KHDRBS1	TC01000417.hg.1
NA	CLDN18	TC03000742.hg.1
NA	ITGB6	TC02002469.hg.1
NA	NUMB	TC14001288.hg.1
NA	RFC3	TC13000119.hg.1
NA	HILPDA	TC07003293.hg.1
NA	TS13	
NA	FURIN	TC15000870.hg.1,TC15002368.hg.1
NA	MIR138-1	TC03000233.hg.1
NA	FOXQ1	TC06000009.hg.1
NA	HSP90AA2P	TC11003094.hg.1
NA	ASAP1	TC08001641.hg.1
NA	MIR154	TC14000754.hg.1
NA	PSME3	TC17000538.hg.1
NA	PSMC4	TC19000557.hg.1
NA	STAT4	TC02002625.hg.1,TC02004751.hg.1
NA	ARHGAP8	TC22000376.hg.1
NA	AQP1	TC07003392.hg.1,TC07002236.hg.1
NA	ZNF703	TC08000275.hg.1
NA	MECP2	TC0X002288.hg.1,TC0X001525.hg.1
NA	LRPAP1	TC04002422.hg.1,TC04000983.hg.1
NA	SULT2B1	TC19000705.hg.1
NA	BCL9	TC01001113.hg.1
NA	LAMB2	TC03001402.hg.1
NA	TLE1	TC09001258.hg.1
NA	CIITA	TC16001411.hg.1,TC16000158.hg.1
NA	RSPO2	TC08001523.hg.1
NA	RPS8	TC01000564.hg.1
NA	CCL1	TC17001360.hg.1
NA	MARK4	TC19000644.hg.1
NA	MIR32	TC09001461.hg.1
NA	MIR345	TC14000635.hg.1
NA	MIR199B	TC09001625.hg.1
NA	EEF2K	TC16000243.hg.1
NA	SLC6A2	TC16000458.hg.1
NA	BAGE	TCUn_gl000237000001.hg.1,TC21001068.hg.1
NA	KDM4B	TC19000099.hg.1
NA	UBXN11	TC01002388.hg.1
NA	ZWILCH	TC15000614.hg.1,TC15002245.hg.1
NA	BHMT	TC05000387.hg.1
NA	SMURF1	TC07001639.hg.1
NA	MPG	TC16000004.hg.1
NA	CASP4	TC11002246.hg.1
NA	MIR212	TC17000987.hg.1
NA	ADAM8	TC10001783.hg.1
NA	CRYAB	TC11002289.hg.1
NA	GFRA1	TC10002843.hg.1,TC10001678.hg.1
NA	MIRLET7I	TC12000558.hg.1
NA	LBR	TC01003887.hg.1
NA	SLC1A5	TC19001656.hg.1
NA	MIR15B	TC03000874.hg.1
NA	SFPQ	TC16001310.hg.1,TC01002493.hg.1,TC01005400.hg.1
NA	SLC7A11	TC04001570.hg.1
NA	IL33	TC09000045.hg.1
NA	HRH2	TC05000982.hg.1,TC05000981.hg.1
NA	SCRIB	TC08001732.hg.1
NA	FUT1	TC19001695.hg.1
NA	RACGAP1	TC12001489.hg.1
NA	FOSB	TC19000647.hg.1,TC19002172.hg.1
NA	STEAP3	TC02000750.hg.1
NA	KRT17	TC17002908.hg.1
NA	TNS1	TC02002765.hg.1
NA	AKAP4	TC0X001036.hg.1
NA	EXTL3	TC08000222.hg.1
NA	EOMES	TC03001257.hg.1
NA	CD58	TC01003029.hg.1,TC01005732.hg.1
NA	MAT2A	TC02000511.hg.1
NA	SGK1	TC06002126.hg.1
NA	SRI	TC07001581.hg.1
NA	MMP19	TC12001587.hg.1
NA	BANCR	
NA	GCNT1	TC09002021.hg.1,TC09000350.hg.1
NA	MIR301A	TC17001748.hg.1
NA	MIR409	TC14000759.hg.1
NA	RIN1	TC11001963.hg.1
NA	CCDC68	TC18000524.hg.1
NA	MC4R	TC18000550.hg.1
NA	CRY1	TC12001925.hg.1
NA	RPS6KA3	TC0X000911.hg.1
NA	LTBP4	TC19000565.hg.1
NA	SETD1A	TC16000364.hg.1
NA	SCRT1	TC08001746.hg.1
NA	NOP2	TC12001142.hg.1
NA	AHSG	TC03001020.hg.1
NA	ONECUT1	TC15001460.hg.1
NA	CST7	TC20000164.hg.1
NA	AKAP10	TC17001252.hg.1
NA	FAM46A	TC06001903.hg.1
NA	SET	TC09000696.hg.1,TC09000697.hg.1,TC09001636.hg.1
NA	FXYD3	TC19000458.hg.1
NA	NAV2	TC11002593.hg.1,TC11002591.hg.1,TC11002594.hg.1,TC11000252.hg.1
NA	PPP2R2B	TC05001906.hg.1
NA	SEZ6L	TC22000168.hg.1
NA	SLC22A4	TC05000633.hg.1
NA	TARBP2	TC12000440.hg.1
NA	KLF9	TC09001201.hg.1
NA	DLG5	TC10001445.hg.1
NA	MIRLET7A2	TC11002384.hg.1
NA	MIR1-2	TC18000404.hg.1
NA	MIR92A2	TC0X001382.hg.1
NA	MIR16-2	TC03000875.hg.1
NA	PIGR	TC01003768.hg.1
NA	HMGB2	TC04001741.hg.1
NA	TNFRSF4	TC01002086.hg.1
NA	CX3CL1	TC16000488.hg.1
NA	CACUL1	TC10002856.hg.1,TC10001694.hg.1
NA	SMAD9	TC13001018.hg.1,TC13000569.hg.1
NA	PRUNE	TC01001198.hg.1
NA	MUS81	TC11000644.hg.1
NA	CTNNA3	TC10001338.hg.1,TC10002682.hg.1
NA	BCHE	TC03001970.hg.1
NA	BMP3	TC04000449.hg.1
NA	IL27	TC16000988.hg.1
NA	CD83	TC06000099.hg.1
NA	MIR218-2	TC05002044.hg.1
NA	CISH	TC03001435.hg.1
NA	CDK20	TC09001306.hg.1
NA	UPK1A	TC19000480.hg.1
NA	ALX4	TC11001577.hg.1
NA	CPOX	TC03003340.hg.1
NA	RMI1	TC09000384.hg.1
NA	RPS6KA2	TC06004057.hg.1
NA	RBP2	TC03001833.hg.1
NA	LINC00312	TC03000027.hg.1
NA	CHD1L	TC01004699.hg.1,TC01001112.hg.1
NA	FUT7	TC09001750.hg.1
NA	VANGL1	TC01001012.hg.1
NA	LACTB	TC15000580.hg.1
NA	NUP88	TC17001055.hg.1
NA	CSNK2B	TC6_cox_hap2000243.hg.1,TC06004074.hg.1,TC6_mcf_hap5000210.hg.1,TC6_dbb_hap3000219.hg.1,TC6_qbl_hap6000222.hg.1,TC6_mann_hap4000193.hg.1,TC6_ssto_hap7000196.hg.1
NA	CSMD1	TC08000893.hg.1
NA	SMYD3	TC01004054.hg.1
NA	SNCA	TC04001383.hg.1
NA	NUAK1	TC12001916.hg.1
NA	ITGAL	TC16000349.hg.1
NA	MTNR1A	TC04002950.hg.1
NA	RASAL1	TC12001982.hg.1
NA	DCLK1	TC13000563.hg.1
NA	HAX1	TC01001269.hg.1
NA	TNFRSF25	TC01002153.hg.1
NA	TNFSF14	TC19001102.hg.1,TC19002306.hg.1
NA	LIMK2	TC22000224.hg.1
NA	PPP2R2A	TC08002591.hg.1
NA	SLCO2A1	TC03001800.hg.1
NA	GSTA4	TC06001807.hg.1
NA	ACTR3	TC02000735.hg.1
NA	NOD1	TC07001249.hg.1
NA	PRODH	TC22000488.hg.1
NA	ACO2	TC22000337.hg.1
NA	KDM3A	TC02000524.hg.1
NA	NFYC	TC01004337.hg.1,TC01000515.hg.1
NA	DHX32	TC10002884.hg.1,TC10001740.hg.1
NA	IST1	TC16001626.hg.1,TC16000598.hg.1
NA	PLIN3	TC19001072.hg.1
NA	MAP2K7	TC19000140.hg.1
NA	TBX2	TC17002307.hg.1,TC17000743.hg.1
NA	PDS5B	TC13000112.hg.1
NA	RPLP0	TC12002036.hg.1
NA	PCGF2	TC17001430.hg.1
NA	TNFAIP3	TC06001027.hg.1,TC06003084.hg.1
NA	PEBP4	TC08001045.hg.1
NA	ING4	TC12001146.hg.1
NA	PTGES3	TC12002910.hg.1,TC12001612.hg.1
NA	KCNN4	TC19001595.hg.1
NA	RBM3	TC0X000255.hg.1
NA	PLEC	TC08002157.hg.1,TC08001737.hg.1
NA	CEBPD	TC08001190.hg.1
NA	CNR2	TC01002353.hg.1
NA	RNF20	TC09000519.hg.1
NA	ARNTL2	TC12000264.hg.1
NA	CCL19	TC09001044.hg.1
NA	ERVW-1	TC07001600.hg.1
NA	GAEC1	
NA	MGAT4A	TC02002127.hg.1
NA	ADHFE1	TC08002604.hg.1
NA	AQP8	TC16000284.hg.1
NA	ST3GAL6	TC03000495.hg.1
NA	CBY1	TC22000302.hg.1,TC22001347.hg.1,TC22000795.hg.1
NA	MATK	TC19001051.hg.1
NA	CLDN12	TC07003335.hg.1
NA	CCDC7	TC10000228.hg.1
NA	EED	TC11000870.hg.1
NA	SMC3	TC10000802.hg.1
NA	THBS4	TC05000394.hg.1
NA	ZNF331	TC19000812.hg.1,TC19002226.hg.1
NA	CD1A	TC01001338.hg.1
NA	JPH1	TC08001334.hg.1
NA	GDI1	TC0X000772.hg.1
NA	PDHA1	TC0X000092.hg.1
NA	SMARCC2	TC12001597.hg.1
NA	C21orf33	TC21001066.hg.1
NA	POLD3	TC11000790.hg.1
NA	POLE2	TC14001105.hg.1
NA	SEMA4F	TC02000465.hg.1
NA	TYRP1	TC09000065.hg.1
NA	L3MBTL1	TC20001723.hg.1
NA	PLXDC1	TC17001442.hg.1
NA	CCNC	TC06001966.hg.1
NA	MIR20B	TC0X001384.hg.1
NA	RNF41	TC12001598.hg.1,TC12002908.hg.1
NA	ADAMTS12	TC05002946.hg.1,TC05001243.hg.1
NA	C3	TC19001103.hg.1
NA	FGA	TC04001662.hg.1,TC04002793.hg.1
NA	ANXA11	TC10002734.hg.1,TC10001461.hg.1
NA	HIF1AN	TC10000724.hg.1
NA	MIR144	TC17001309.hg.1
NA	TRIB3	TC20001051.hg.1,TC20000009.hg.1
NA	CDH15	TC16000692.hg.1,TC16001706.hg.1
NA	PTGFR	TC01000792.hg.1
NA	RGS16	TC01003608.hg.1
NA	ZG16B	TC16000087.hg.1
NA	RCAN1	TC21000420.hg.1
NA	PTPRZ1	TC07000738.hg.1
NA	CTSE	TC01001720.hg.1
NA	MIR520A	TC19000826.hg.1
NA	DEFA3	
NA	ZAP70	TC02000594.hg.1
NA	ZFP36L1	TC14001254.hg.1,TC14001253.hg.1
NA	COL1A2	TC07000559.hg.1,TC07002463.hg.1
NA	CGB7	TC19002717.hg.1
NA	RPL7A	TC09000772.hg.1
NA	GADD45G	TC09000418.hg.1
NA	HOXB7	TC17002919.hg.1
NA	VCL	TC10000476.hg.1
NA	TRPM7	TC15001357.hg.1
NA	CD47	TC03001629.hg.1
NA	LIPC	TC15000442.hg.1
NA	DAPK3	TC19001053.hg.1
NA	CDV3	TC03000722.hg.1
NA	RECQL5	TC17001880.hg.1
NA	MIR592	TC07001834.hg.1
NA	ACTR2	TC02000378.hg.1
NA	FCGR3B	TC01006308.hg.1
NA	SERPINB6	TC06001221.hg.1
NA	MANBA	TC04001430.hg.1
NA	H6PD	TC01000113.hg.1,TC11001465.hg.1
NA	PRPF4B	TC06000035.hg.1
NA	MTMR3	TC22001428.hg.1
NA	HSD17B8	TC6_dbb_hap3000095.hg.1,TC06000413.hg.1,TC6_mcf_hap5000088.hg.1,TC6_qbl_hap6000094.hg.1,TC6_mann_hap4000087.hg.1,TC6_cox_hap2000103.hg.1
NA	SMC4	TC03000873.hg.1
NA	C3orf35	TC03000180.hg.1
NA	DDC	TC07001373.hg.1
NA	GRM4	TC06001650.hg.1
NA	LAMB4	TC07001749.hg.1
NA	ELN	TC07002404.hg.1,TC07000449.hg.1
NA	EPHB1	TC03000730.hg.1
NA	CTAGE5	TC14002296.hg.1
NA	FADS1	TC11003438.hg.1
NA	ENOSF1	TC18000277.hg.1
NA	MRC1	TC10000132.hg.1,TC10000135.hg.1
NA	ADAM23	TC02001218.hg.1,TC02003782.hg.1
NA	MRGBP	TC20000497.hg.1
NA	ABCG8	TC02000272.hg.1
NA	PPP1R9B	TC17001679.hg.1
NA	GSPT2	TC0X000295.hg.1
NA	HAVCR1	TC05001977.hg.1
NA	LAMP3	TC03002054.hg.1
NA	SOCS2	TC12000726.hg.1
NA	FOSL2	TC02000183.hg.1
NA	PCBD1	TC10001369.hg.1
NA	ATP2B4	TC01001688.hg.1
NA	ERP29	TC12000874.hg.1
NA	MT1X	TC16000476.hg.1
NA	MIR302A	TC04001479.hg.1
NA	NR2E3	TC15000650.hg.1
NA	MX1	TC21000739.hg.1,TC21000189.hg.1
NA	RPL19	TC17000473.hg.1
NA	ERBIN	
NA	DNAJA3	TC16000130.hg.1
NA	MT-ND5	
NA	RPL29	TC03001444.hg.1
NA	SCRN1	TC07001243.hg.1
NA	MT-ND2	
NA	HUS1	TC07001364.hg.1,TC07002933.hg.1
NA	MIR630	TC15000659.hg.1
NA	ADRM1	TC20000487.hg.1
NA	CST1	TC20000718.hg.1
NA	CD3EAP	TC19000646.hg.1
NA	TRIP12	TC02002848.hg.1
NA	MGST1	TC12002266.hg.1,TC12000207.hg.1,TC12000208.hg.1
NA	MIR338	TC17001943.hg.1
NA	FDXR	TC17001864.hg.1
NA	VIMP	TC15002006.hg.1
NA	GBP1	TC01002847.hg.1
NA	SPN	TC16002068.hg.1
NA	LAMP1	TC13000421.hg.1
NA	PTTG1IP	TC21000537.hg.1
NA	MIRLET7A3	TC22001505.hg.1
NA	MIR28	TC03001040.hg.1
NA	MIR19B1	TC13000322.hg.1
NA	CD207	TC02001968.hg.1
NA	TDP1	TC14000549.hg.1
NA	CETP	TC16000481.hg.1
NA	CXCL6	TC04002068.hg.1,TC04000409.hg.1
NA	SYNE2	TC14000386.hg.1,TC14000387.hg.1,TC14002043.hg.1
NA	IARS	TC09001331.hg.1
NA	RAP1B	TC12000601.hg.1
NA	LGI1	TC10000668.hg.1
NA	CD1D	TC01001337.hg.1
NA	ST6GALNAC2	TC17002375.hg.1,TC17001903.hg.1
NA	APBA2	TC15000153.hg.1
NA	APTX	TC09001006.hg.1,TC09002450.hg.1
NA	MGP	TC12002778.hg.1,TC12001276.hg.1
NA	RPS6KA6	TC0X001186.hg.1,TC0X002141.hg.1
NA	ADAMTSL1	TC09000086.hg.1
NA	SLC5A1	TC22001076.hg.1,TC22000237.hg.1
NA	FHL1	TC0X001889.hg.1,TC0X000658.hg.1
NA	NFYA	TC06004084.hg.1
NA	MIR196B	TC07003401.hg.1
NA	CARD8	TC19001677.hg.1,TC19002534.hg.1
NA	CAPN2	TC01001838.hg.1
NA	MT1F	TC16000473.hg.1
NA	SORT1	TC01002954.hg.1
NA	ADH1A	TC04001409.hg.1
NA	LRAT	TC04000778.hg.1
NA	EIF6	TC20001747.hg.1,TC20001554.hg.1
NA	NTN4	TC12001837.hg.1
NA	NR1H3	TC11000405.hg.1
NA	AGO1	TC01004315.hg.1,TC01000463.hg.1,TC01000464.hg.1
NA	GNLY	TC02000516.hg.1
NA	TUBB4B	TC09000844.hg.1
NA	USF2	TC19002454.hg.1,TC19000463.hg.1
NA	NECTIN4	
NA	DGCR8	TC22000053.hg.1
NA	HLA-DPB1	TC6_mcf_hap5000227.hg.1,TC6_dbb_hap3000091.hg.1,TC6_ssto_hap7000085.hg.1,TC06000408.hg.1,TC6_cox_hap2000228.hg.1,TC6_mann_hap4000213.hg.1,TC6_qbl_hap6000210.hg.1,TC6_apd_hap1000123.hg.1
NA	KCNK9	TC08001679.hg.1
NA	HEPH	TC0X001747.hg.1,TC0X000357.hg.1
NA	SESN2	TC01000377.hg.1
NA	RPRM	TC02002438.hg.1
NA	NEUROG1	TC05001803.hg.1
NA	FMO3	TC01001486.hg.1
NA	TAGLN2	TC01005883.hg.1,TC01003392.hg.1
NA	RRBP1	TC20000657.hg.1,TC20001446.hg.1
NA	S100A10	TC01005824.hg.1,TC01003239.hg.1
NA	EP400	TC12001051.hg.1
NA	SH3GLB1	TC01000826.hg.1
NA	PLSCR1	TC03001869.hg.1
NA	MIR374B	TC0X001159.hg.1
NA	TCF12	TC15000435.hg.1
NA	MIR24-2	TC19001224.hg.1
NA	DHRS9	TC02001000.hg.1
NA	PREP	TC06001980.hg.1
NA	GRIN2B	TC12001265.hg.1
NA	S1PR1	TC01005668.hg.1,TC01000909.hg.1
NA	SH2B3	TC12000868.hg.1
NA	MORF4L2	TC0X001242.hg.1,TC0X002170.hg.1
NA	UBE4B	TC01000125.hg.1
NA	CTSG	TC14000980.hg.1
NA	PPP1R3C	TC10001522.hg.1
NA	SHROOM2	TC0X000034.hg.1
NA	POLR2F	TC22000294.hg.1
NA	CCL7	TC17002170.hg.1,TC17000384.hg.1
NA	TRPC5	TC0X001284.hg.1
NA	ATG4B	TC02001483.hg.1
NA	DEFA1	
NA	FGF12	TC03002115.hg.1
NA	ST2	
NA	TUSC7	TC03000599.hg.1
NA	TSPAN8	TC12001723.hg.1
NA	GUCA2A	TC01002569.hg.1
NA	MIR608	TC10000728.hg.1
NA	NCR2	TC06000567.hg.1
NA	TNFRSF14	TC01000061.hg.1
NA	TAF7L	TC0X001215.hg.1
NA	ST6GALNAC3	TC01000781.hg.1
NA	CAMK2B	TC07001338.hg.1
NA	MAGED1	TC0X000296.hg.1
NA	F9	TC0X000676.hg.1
NA	COL17A1	TC10001637.hg.1
NA	TBK1	TC12000570.hg.1
NA	HIPK1	TC01001003.hg.1
NA	CHD4	TC12001143.hg.1
NA	AOC3	TC17000540.hg.1
NA	SEMA4D	TC09001313.hg.1
NA	SLC31A1	TC09000572.hg.1
NA	LINC00152	TC02003382.hg.1,TC02000535.hg.1
NA	EMP1	TC12000189.hg.1
NA	ATP5A1	TC18000480.hg.1,TC18000696.hg.1
NA	USP9X	TC0X000195.hg.1
NA	LGALS9	TC17002136.hg.1,TC17000312.hg.1
NA	MIR491	TC09000100.hg.1
NA	RPN2	TC20000271.hg.1
NA	MIR421	TC0X001158.hg.1
NA	PCSK6	TC15002416.hg.1,TC15002008.hg.1,TC15002009.hg.1
NA	MIR153-1	TC02002795.hg.1
NA	XPO5	TC06001751.hg.1
NA	CIZ1	TC09001624.hg.1
NA	UPF1	TC19000365.hg.1
NA	NEDD4L	TC18000731.hg.1,TC18000730.hg.1,TC18000202.hg.1
NA	DRD4	TC11000023.hg.1
NA	CYBA	TC16001339.hg.1
NA	MIRLET7F1	TC09000457.hg.1
NA	MIRLET7F2	TC0X001069.hg.1
NA	AGA	TC04001769.hg.1,TC04002851.hg.1
NA	MIR103A1	TC05002042.hg.1
NA	MIR103A2	TC20000045.hg.1
NA	SMC2	TC09000526.hg.1
NA	SLC7A1	TC13000523.hg.1
NA	CEBPZ	TC02001741.hg.1
NA	GCG	TC02002479.hg.1
NA	H2BFS	
NA	HLA-DRA	TC6_cox_hap2000090.hg.1,TC06000399.hg.1,TC6_mcf_hap5000075.hg.1,TC6_dbb_hap3000083.hg.1,TC6_qbl_hap6000081.hg.1,TC6_mann_hap4000074.hg.1,TC6_ssto_hap7000076.hg.1
NA	EFEMP2	TC11003210.hg.1,TC11001946.hg.1
NA	DUS2	TC16002055.hg.1
NA	SRSF10	TC1_gl000191_random000002.hg.1,TC01002355.hg.1,TC01005331.hg.1
NA	CSNK1A1	TC05001924.hg.1
NA	PRKCH	TC12003033.hg.1,TC14000371.hg.1
NA	SLC23A1	TC05001840.hg.1
NA	STRAP	TC12000205.hg.1
NA	SPG7	TC16000698.hg.1
NA	CASP8AP2	TC06000800.hg.1
NA	CD226	TC18000566.hg.1
NA	MIR519C	TC19000824.hg.1
NA	MIR498	TC19000818.hg.1
NA	BRD8	TC05001826.hg.1
NA	HTR2B	TC02002858.hg.1
